0,1,2
869865186219380736,2017-05-31 10:36:36,Nehal Hashmi's shameful threats to superior judiciary &amp; JIT part of PMLN pol culture. They either buy ppl or try to scare them.
869091406413008900,2017-05-29 07:21:52,"Those who think I am playing with fire &amp; might get disqualified, it will be a small price to pay to rid Pak of corruption mafias' Godfather."
869089988843122689,2017-05-29 07:16:14,"In contrast, I predict JIT will find NS, while he held PM office guilty of tax evasion, money laundering &amp; perjury… https://t.co/4OJQw3ukok"
869088864811573248,2017-05-29 07:11:46,Was taxpayer in UK for 20 yrs; am taxpayer in Pak since 1981. Never have I done anything illegal; nor have I ever been served a tax notice
869087294329942016,2017-05-29 07:05:32,Paid for purchase of Bani Gala property from these earned funds remitted back to Pakistan. https://t.co/PsUPXmEIvF
869086820839174147,2017-05-29 07:03:39,I bought London flat from taxed legit cricket earnings in 1983; sold it in 2003 &amp; brought funds back thru legit ban… https://t.co/GbMxpU6L2R
869085123911843840,2017-05-29 06:56:55,"Whether SC investigates or forms JIT in my case, here is my challenge: whatever they want to do, they will come to only one conclusion -"
868862217399173120,2017-05-28 16:11:09,"Congratulations to PMLN govt for performing well in one field: increasing the Asses pop by 100,000 per yr acc to the latest Economic Survey!"
868734987947970562,2017-05-28 07:45:36,My statement condemning the violence and repression unleashed by India against Kashmiris in IOK https://t.co/ZxWIFYQ0TQ
868508511910727680,2017-05-27 16:45:40,"NS cldnt play under neutral umpires.Seems to run in the family: Must have everything in their control, hence reluct… https://t.co/aoVAKYKkM9"
868507919511416832,2017-05-27 16:43:18,"Not surprising to hear Hussain Sharif reluctant to appear before JIT. His father NS, cldnt play cricket without his own umpires."
868482123572944896,2017-05-27 15:00:48,Ramazan is also a time of giving &amp; understanding how 1/3 of our people confront hunger on a daily basis https://t.co/JK6ysiteqe
868481530083102721,2017-05-27 14:58:27,Ramazan Mubarak. This is a time for introspection &amp; for nourishing of the soul &amp; cleansing/detoxification of the body.
868439846997680130,2017-05-27 12:12:49,I will never give up fighting for justice for all our people and against corruption of our rulers https://t.co/RcUoxPS8sH
868350547899944960,2017-05-27 06:17:58,Clean energy is PTI's vision for Pakistan https://t.co/VoicWTDnJv
868011431396093952,2017-05-26 07:50:26,Govt meets businessmen to discuss their isues but farmers are baton-charged if they raise the dismal treatment mete… https://t.co/KdBUm549ZR
868010448267988992,2017-05-26 07:46:32,Strongly condemn use of tear gas/latthi charge by police against peaceful protest by farmers exercising their democratic right in Isl today
867696798130950144,2017-05-25 11:00:12,Congratulations to KP govt &amp; Education Min Atif Khan.100 thousand children have moved from private schools to govt… https://t.co/iKIXeTNMVP
867654259801718784,2017-05-25 08:11:10,Unless we have free &amp; fair elections we will never have genuine democracy in Pak - instead we will be left with wha… https://t.co/zT4lhP4HIG
867442661145358336,2017-05-24 18:10:21,Thank You Kashmore &amp; the ppl of Sindh who are standing up against corruption and exploitation. https://t.co/XFeHrxwA6h
867442242260267016,2017-05-24 18:08:41,"Our jalsa in Kandh Kot, Kashmore. Amazed at crowd's level of political awareness. PTI only federal party with massi… https://t.co/EhZuWQfuB1"
867061013019058180,2017-05-23 16:53:49,How Pakistan held its own internationally in earlier times &amp; the shabby treatment meted out to us at KSA summit now https://t.co/4oSHWkYmrr
867009624783958016,2017-05-23 13:29:37,"NS's ppl now objecting to SBP &amp; SECP reps in JIT. This is indeed ironic given that FM Dar, himself an accused, &amp; NS as PM control these orgs"
866877639046385665,2017-05-23 04:45:09,Strongly condemn shocking Manchester Arena concert attack targeting innocent youth.  Prayers for the families of victims &amp; the injured.
866649952574988289,2017-05-22 13:40:24,Our Quaid's words ring so true today with crores of children out of school &amp; corruption running into Rs 1000 billio… https://t.co/gx1CQk7pfS
866188725658714112,2017-05-21 07:07:39,Congratulations to President Rouhani on his re-election as President of the Islamic Republic of Iran by an overwhelming majority.
866177959870291968,2017-05-21 06:24:53,"We will take to the streets if action is taken against our social media activists under garb of ""national security"" https://t.co/l6dx6OrdAC"
865917027344580608,2017-05-20 13:08:01,PTI stands firmly with the lawyers and their movement.
865915967083294720,2017-05-20 13:03:49,Same PMLN tactics of hooliganism that led to attack on SC used again. Using goons for violence ag opponents/institu… https://t.co/qDY9KKS9BP
865914900937408512,2017-05-20 12:59:34,"Strongly condemn attack by PMLN lawyers, led by Naseer Bhutta, on Lawyers Convention hosted by LHCBA &amp; locking up Pres SCBA Rizvi in library"
865868292069761024,2017-05-20 09:54:22,Policy of Divide &amp; Rule as true today as it was in Curzon's time. https://t.co/XhkbQwh4xw
865602749408432128,2017-05-19 16:19:12,Quetta showed amazing fervour across all ages at our jalsa today. Clearly evident that #QuettaRejectsNawaz https://t.co/PuUjfqVJS9
865584912635744256,2017-05-19 15:08:19,Really appreciate the bravery of the ppl of Quetta who came to our jalsa in massive numbers despite being warned of possible terror attacks
865582623216865280,2017-05-19 14:59:13,Thank you Quetta. Across the country ppl are demanding accountability &amp; insaf https://t.co/JWNkJJvf6u
865521285803016192,2017-05-19 10:55:29,https://t.co/H8ZEpm3LVK
865235734168514560,2017-05-18 16:00:48,Nation cannot afford to have its security jeopardised by the Sharifs' financial interests abroad https://t.co/f64RreTGUW
865234845865299968,2017-05-18 15:57:17,"After the debacle in ICJ today, the nation demands Sharif family disclose all its financial interests/assets abroad esp with Jindal in India"
864830067146412033,2017-05-17 13:08:50,Govt abusing Cyber Crime Law to politically victimise PTI social media activists by threatening/arresting them. Unacceptable in a democracy
864493294570680321,2017-05-16 14:50:37,https://t.co/VrmYMqDlY4
864415920529313796,2017-05-16 09:43:10,https://t.co/NmhVd91AdA
863973414477979648,2017-05-15 04:24:48,Congratulations to Misbah &amp; Younis for their gt achievements for Pak &amp; for retiring with a grace &amp; dignity that few sportsmen r blessed with
863971966461636608,2017-05-15 04:19:03,Congratulations to Team Pakistan for their historic test series win in the West Indies.
863752121052798976,2017-05-14 13:45:28,Across the country the cry Go Nawaz Go resounds. Today it was the charged crowd at our jalsa in Abbotabad. https://t.co/wiNcH6sQi8
863637624086548480,2017-05-14 06:10:29,https://t.co/b66M8dfzCJ
863313176871534593,2017-05-13 08:41:15,"No wonder smaller provinces feel a sense of deprivation. Also, govt clearly misusing public money for pol benefits https://t.co/MluUq1lupq"
863093978329223173,2017-05-12 18:10:14,Thank You Sargodha. PTI's message against corruption of rulers has reached the nation which is resounding with the… https://t.co/AKpcK5Gf4v
862932751057661952,2017-05-12 07:29:35,#BillionTreeTsunami globally acknowledged &amp; praised by IUCN Pres as model for replication at Indonesia… https://t.co/QQyDLSQI1K
862292874003496964,2017-05-10 13:06:56,Inquiry Commission Report must be made public.
862292697528246272,2017-05-10 13:06:14,3/3 Manner in which DawnLeak issue resolved shows clearly there is one law for the powerful &amp; another law for the weak.
862292193448402945,2017-05-10 13:04:14,2/3 H Clinton said she lost bec of security issue over her email leaks. Here nation kept in dark on how national security breach resolved.
862290656714047488,2017-05-10 12:58:07,"DawnLeaks issue was never abt army &amp; government. It was abt national security. The whole nation now needs to know what was ""settled"". 1/3"
862242147831087104,2017-05-10 09:45:22,https://t.co/aRXO6lQ7AF
862198866380111873,2017-05-10 06:53:23,More on Sharifs-OBL link. We also have the SC judgement in Asghar Khan case regarding Sharifs election funding. https://t.co/1Svbm8fVE3
862180604250542080,2017-05-10 05:40:49,And in both London flat &amp; Bani Gala house cases it won't be a Qatari letter drama! https://t.co/1n9VfYhIV2
862180087919108096,2017-05-10 05:38:46,2/2 I will also show before SC proof that I had my Bani Gala house plans approved by Union Council of Mora Noor before starting construction
862179418508115968,2017-05-10 05:36:06,I will not only show money trail of purchase &amp; sale of London flat &amp; money brought back to Pak before the SC 1/2
862173117078151168,2017-05-10 05:11:04,And PMLN wants PTI to stop taking funds from Overseas Pakistanis! PTI only party that does political fund raising: https://t.co/NUSoYan73s
861582035399262208,2017-05-08 14:02:19,Int Thalassaemia  day: Thalassaemia commonest inherited disease in Pak. We must work on an emergency basis to implement its prevention prog
861580487483023361,2017-05-08 13:56:10,"This really says it all. No wonder our country is bankrupt, sinking under the weight of debt and poverty. https://t.co/9QptqdVKHL"
861521380294049792,2017-05-08 10:01:18,Want comments on this Oscar winning performance? But such dramas can't resolve energy crisis https://t.co/xCURZoU9cH
861511466712670208,2017-05-08 09:21:54,PTI's historic Go Nawaz Go jalsa in Sialkot https://t.co/FR5sGMSEel
861288546275020800,2017-05-07 18:36:06,"Thank you Sialkot. Across Pakistan the nation has risen against corruption &amp; ""Go Nawaz Go"" has become a rallying cr… https://t.co/3Y7pkAJZCO"
860827799187095556,2017-05-06 12:05:15,The political illiterate is an even greater danger than the corrupt politician to our society because he sustains t… https://t.co/KIhmefI6wL
860738583069474816,2017-05-06 06:10:44,"I commend KP police for its professionalism in the field which has led to the drop in terrorism incidents in KP.
https://t.co/40A50i3fyJ"
860584856346009600,2017-05-05 19:59:53,Thank you Nowshera - So proud of KP. Under PTI govt KP is becoming the model for other provinces to follow for the… https://t.co/BlRjSPdYoJ
860145643913871360,2017-05-04 14:54:36,The fight against corruption has become a truly global phenomenon. https://t.co/I2AUr9EleI
860101959038099458,2017-05-04 12:01:01,My statement expressing serious concern over govt's attempt to undermine NEPRA. https://t.co/sYEabEjC0p
859749971666632704,2017-05-03 12:42:21,It is not only bizarre but shameful to question loyalty of hardworking Overseas Pakistanis who send $20b in remitta… https://t.co/P3YAfXqybO
859748486576824321,2017-05-03 12:36:27,"Just to spite PTI bec it has a large support base amongst Overseas Pakistanis, PMLN now questions Overseas Pakistanis loyalty to Pak."
859447238187143168,2017-05-02 16:39:23,Unacceptable for legislator to insult any woman. Goes ag our religion &amp; culture. Apology has come. If it happens again action will be taken
859336399681703937,2017-05-02 09:18:58,For me this is real progress and deeply satisfying. ‘Improved facilities at govt schools attract students’ - https://t.co/Ge4iFWEQTe
859047680911265794,2017-05-01 14:11:42,I want to thank the people of Karachi for responding to my call &amp; coming out in full force for their rights… https://t.co/Bu2ObDkvUh
858998744741588993,2017-05-01 10:57:14,"I condemn Cantt Board Clifton for regist FIRs ag our Khi MNA, MPAs &amp; Councillors who were demanding fair distribution of water in NA 250"
858909331059687424,2017-05-01 05:01:56,Our workers are a nation's unsung heroes &amp; the backbone of its economy. PTI is committed to securing the future of workers &amp; their families.
858552121939177472,2017-04-30 05:22:31,"How quickly NS forgets it was a woman, his wife, who led the protest ag his arrest &amp; during his exile when all his… https://t.co/HpcvRzeIQT"
858551008057856000,2017-04-30 05:18:06,You scratch the surface &amp; NS's veneer of fake sincerity dissipates to reveal his fascist nature. His remarks on our women highly condemnable
858299911942529024,2017-04-29 12:40:20,DawnLeaks was a deliberate attempt to malign Pak army &amp; Govt must immediately make public the complete Inquiry Report
858247189948121088,2017-04-29 09:10:50,I want all the people of Karachi to join us in our #HuqooqEKarachiMarch Sunday 30th at 3pm https://t.co/pHIk7qgzDG
858200539158294528,2017-04-29 06:05:27,Rejection of Qatari letter by all 5 SC judges means Nawaz Sharif lied before the court . A liar cannot be our PM. https://t.co/CaK4Mp7ZNs
858199673244233728,2017-04-29 06:02:01,Want to thank the record crowd that participated in launch of PTI's Go Nawaz Go campaign. All 5 SC judges rejected… https://t.co/kZ5sEmXSO3
857675902985019393,2017-04-27 19:20:44,How Sharifs' have been bribing their way to riches for 30 years https://t.co/JvODG1EOd3
857660496102572032,2017-04-27 18:19:31,Saddened to learn of Vinod Khanna's death. He had come to Lahore in 1989 to launch the fundraising for Shaukat Khanum Hospital
857094164273561601,2017-04-26 04:49:07,Punjab govt's mistreatment of farmers is condemnable esp when they are going through their worst crisis https://t.co/aj34x6PKSH
856894199681003520,2017-04-25 15:34:32,"Our girls will always excel, if opportunities are provided to them https://t.co/ZyXvOrMLgg"
856869098143096832,2017-04-25 13:54:47,"And shameful how Nawaz Sharif is trying to play the terrorism card abroad falsely claiming ""after me the deluge"". https://t.co/IAELtHK5vd"
856868611536953345,2017-04-25 13:52:51,Govt being used to protect Sharifs' corruption both internally &amp; externally https://t.co/VH6r8bd7CN
856852805398560768,2017-04-25 12:50:03,Strongly condemn the Kurram Agency blast which killed 10 innocent people including 6 children.
856360735630278656,2017-04-24 04:14:44,"It is his courage, determination &amp; ability to score against quality bowling in difficult conditions that has led to… https://t.co/xVxBu4ByDT"
856360224554233857,2017-04-24 04:12:42,Congratulations to Younis Khan on his scoring 10000 runs in Test cricket - the first Pakistani to achieve this distinction.
855109026664861697,2017-04-20 17:20:53,I am still puzzling over what PMLN is celebrating? They shd be asking NS to resign. But this reflects complete mora… https://t.co/gYVgnpXCXS
855108238802595840,2017-04-20 17:17:45,"Given the indictment of Nawaz Sharif in the SC judgement, with all 5 judges rejecting his story &amp; 2 judges declaring he stood disqualified"
855033613670285312,2017-04-20 12:21:13,"Want to congratulate the nation on this SC judgement, esp PTI workers who stood steadfast with me throughout. Celebrate your success today."
855032576825856001,2017-04-20 12:17:06,A great SC judgement which has completely rejected Nawaz Sharif's entire story.PM shd resign immediately as he has lost all moral authority.
854920635902021632,2017-04-20 04:52:17,Panama case: Our journey for Insaf https://t.co/mZI7HgKq8k
854686734197510144,2017-04-19 13:22:51,Showing commitment to education reforms in KP through action https://t.co/nk8Vwu66Wv
854655456131862528,2017-04-19 11:18:34,My statement on the energy crisis in the country: https://t.co/0rqqV1ubni
854581863960203264,2017-04-19 06:26:08,Shocking &amp; condemnable brutality by FIA at Islamabad airport physically assaulting a mother &amp; daughter.
854271241846378496,2017-04-18 09:51:50,With #Mashal 's parents and siblings. Assured them of strongest punishment against the culprits https://t.co/Y80uywi8tW
854260636347510784,2017-04-18 09:09:41,I will make every effort possible to fulfill these two requests of Mashal's family. https://t.co/2uPjlSvV4U
854260393283383297,2017-04-18 09:08:43,3. Two: that the University be renamed after Mashal Khan so that his memory will live on.
854259763093413888,2017-04-18 09:06:13,2. They made 2 extremely reasonable requests: One: those involved shd be brought to justice so no other family goes through such suffering
854259236670492672,2017-04-18 09:04:08,1. This morning I condoled with Mashal's family and was moved by their amazing courage and dignity https://t.co/AkZFdqxyIp
853999582543360000,2017-04-17 15:52:21,https://t.co/OWKXhwzjE5
853667586621485056,2017-04-16 17:53:07,KP taking the lead again https://t.co/CmFspOkORB
853336871358709760,2017-04-15 19:58:59,Wishing all our Christian brethren a very Happy Easter
852880662231228416,2017-04-14 13:46:10,To target a whole ethnic group in this discriminatory manner is unacceptable. We demand this victimisation of our P… https://t.co/adh4jO56Tt
852879790986018817,2017-04-14 13:42:42,Their NICs are being blocked for indefinite time periods &amp; new NICs not being issued while their children have diff… https://t.co/txGNlGnJrd
852878848660303873,2017-04-14 13:38:57,"A gt injustice is being done to our Pushtun citizens &amp; their families across Pak, who are being harassed on unconstitutional ethnic grounds"
852871039906226177,2017-04-14 13:07:56,Inspecting the retrieved mafia-encroached forestry land in Galliyat https://t.co/laZqDLUo7x
852790376612024324,2017-04-14 07:47:24,"Galliyat land, part of 60,000 kanals of mafia-encroached forest land retrieved by govt in KP - now part of… https://t.co/LdKJMy8E1Y"
852737264824197120,2017-04-14 04:16:21,Strongly condemn the US dropping a massive conventional bomb on Afghanistan that has vaporised everything within a mile radius.
852731345163886592,2017-04-14 03:52:50,Am in touch with KP IG since last night on condemnable lynching of student in Mardan. Firm action necessary. Law of the jungle can't prevail
852410987286319105,2017-04-13 06:39:51,PTI will propose same for NAB as present NAB Chairman elected by two corrupt ldrs has failed &amp; was intended to fail https://t.co/RbmkdNL2OC
852410593239760896,2017-04-13 06:38:17,KP govt introducing Bill in Prov Assembly that DG Ehtesab Comm shd be appt by CJ PHC &amp; Comm shd report to CJ - thus indep from govt
852176665497280512,2017-04-12 15:08:44,Congratulations to the Labour wing of PTI for winning the PSM referendum.
851859308379766785,2017-04-11 18:07:40,Proud of KP govt. First govt in Pak to care about our environment and reflect it in operationalised policies https://t.co/IQc9jpaYuj
851858733475012609,2017-04-11 18:05:23,"The ""untouchable"" timber mafia of KP is no longer invincible https://t.co/Q0bDxCRfB0"
851721335353036801,2017-04-11 08:59:25,Latest discrepancy between SBP &amp; PBS data on imports increases doubts on already tarnished Govt stats credibility https://t.co/5XKPy7dEgA
851645729793744896,2017-04-11 03:58:59,Nor would the global debate on offshore tax havens have begun without the ICIJ's investigative revelations. https://t.co/BHHLlOUq7E
851645349496107010,2017-04-11 03:57:28,"Had ICIJ not exposed powerful crooks' money laundering, they would have kept plundering our societies. https://t.co/Yxb3DwccrC"
850996818443870208,2017-04-09 09:00:26,PTI opposes all schemes to whiten money stolen from ppl of Pak esp those benefitting past/present public off holders https://t.co/BhQODKB8rj
850335821400072195,2017-04-07 13:13:52,Msg to PTI's World Health Day Forum in Lhr: Quality health care services for all is PTI's priority &amp; KP's health sector reforms reflect this
849911167535296512,2017-04-06 09:06:27,https://t.co/jlULOnQwdn
849870023543762944,2017-04-06 06:22:58,Indian parliamentarians' calls to demolish Jinnah House unfortunate &amp; disturbing. History cannot be wished away by demolishing buildings.
849591166160953345,2017-04-05 11:54:53,Why didn't govt prosecute when Khanani arrested in Pak? Bec those arresting him were money launderers &amp; made a deal https://t.co/ZxKNmiCG4e
849515223203684352,2017-04-05 06:53:07,Strongly condemn terror attack on Bedian road in Lahore targeting census team leading to loss of precious Pakistani lives.
849237070195208192,2017-04-04 12:27:50,3. Loadshedding is worsening &amp; being aggravated by theft &amp; corruption. Consumers being made to pay the price of this through inflated bills.
849236598612873217,2017-04-04 12:25:57,2. PMLN govt admits increase in circular debt to Rs 385 billion &amp; rising further. IPPs have issued notice to encash sovereign guarantees
849235609990291457,2017-04-04 12:22:02,1.Kh Asif admitted power shortfall today 5400 MW vs 4000 MW this time last yr &amp; blamed it on heat! Did he not know abt Pak's hot weather?
848803881383452672,2017-04-03 07:46:29,"Congratulations. Our youth, given the opportunity and a positive environment, are second to none in the world. https://t.co/GuJLHXIOwZ"
848586470403088384,2017-04-02 17:22:35,3/3 Condemn politicisation of Sindh police force. PTI will continue to protest &amp; demand resolution of problems confronting ppl of Karachi
848585047703601152,2017-04-02 17:16:55,2/3 We stand with our workers in their fight for justice &amp; ag corruption. I demand immed release of Alamgir Mehsud &amp; 10 of our workers.
848584579942240256,2017-04-02 17:15:04,"Strongly condemn Sindh police attack on PTI's peaceful protest march in Khi ag loadshedding, water shortage, garbage &amp; sewerage issues. 1/3"
847707290719277057,2017-03-31 07:09:02,Strongly condemn blast in Parachinar targeting innocent people. KP CM must ensure all medical and rescue services on emergency basis
847704540572860417,2017-03-31 06:58:06,Damage done to our institutions thru widespread nepotism/cronyism a major reason Pak lags behind even S Asian states https://t.co/SIoob2l8Ue
847683341675446272,2017-03-31 05:33:52,Another imp milestone in KP: recognising and developing the full potential of our women. https://t.co/dUgaPZ5Ux2
847339682807463936,2017-03-30 06:48:17,"If Pak could control corruption, we have the potential to grow faster than any country in the world. https://t.co/PUxlKuDLxJ"
847328114980012032,2017-03-30 06:02:19,Contrast in commitments:  KP committed to delivering quality education to all children https://t.co/GyzU3fpX3A
847307043643969536,2017-03-30 04:38:36,Wasn't this exactly what I had been saying for over a decade? https://t.co/cV1DgTK6OK
847094419471818753,2017-03-29 14:33:42,"KP only province thinking of our future generations: Tackling climate change thru #BillionTreeTsunami &amp; clean energy
https://t.co/lpIyYZ5QGZ"
847038659358449664,2017-03-29 10:52:08,Because Pak's decision-makers have had a vested interest in sustaining money laundering. https://t.co/9MVdkhxFq6
847030332633182209,2017-03-29 10:19:03,Why can't Pak stop $10b yearly money laundering that has bankrupted &amp; impoverished us but enriched a corrupt elite? https://t.co/q23oGnzJBc
847029600077033473,2017-03-29 10:16:08,I want to again compliment KP on its education reforms https://t.co/CFkhjhpomd
846988069928681473,2017-03-29 07:31:06,Corrupt ldrs destroying Pak's future:spending on mega projects with mega commissions &amp; miniscule invest in sc &amp; tech https://t.co/ISSxDzuRfQ
846944653266112512,2017-03-29 04:38:35,In KP merit is rewarded and absentee teachers punished for the first time in govt schools https://t.co/4ct7DUqc6h
846940311356133378,2017-03-29 04:21:20,"Holding everyone accountable - PTI's commitment to the people.
https://t.co/5jeV4BEvIq"
846696432119664640,2017-03-28 12:12:14,Nawaz in Sindh &amp; Zardari in Punjab - height of Noora Kushti between two experts in match fixing.
846628593304186880,2017-03-28 07:42:40,https://t.co/T8PZvcEN4S
846605325973147648,2017-03-28 06:10:13,PTI is committed to saving our rich heritage https://t.co/ay6CtHzDEj
846332039389310976,2017-03-27 12:04:16,Congratulations to Team Pakistan for their amazing achievements at the Special Olympics Winter Games. https://t.co/Sn2uPoCKQ6
846303726272835585,2017-03-27 10:11:46,This is the change PTI promised &amp; is delivering: Helping the people get better health care and education https://t.co/oo0ZrX6VgB
846208000557690880,2017-03-27 03:51:23,Clear attempt by Sharifs to buy next elections in a bid to stay out of prison. Great injustice to smaller provinces https://t.co/bvuMuEp7EF
846021531440467969,2017-03-26 15:30:26,Iman Nadeem's beautiful rendition of our national anthem shows the talent &amp; patriotism of our youth https://t.co/pvSjbeEz5H
845885488070209536,2017-03-26 06:29:50,Shameful how the corrupt keep getting richer while the masses sink under the burden of debt &amp; poverty. https://t.co/vkTUmzobi6
845511756441145344,2017-03-25 05:44:46,Welcome move by CJ LHC to make pay/perks public.Recognition that accountability begins at the top.Others must follow https://t.co/KSIDsbU2t8
845505808339259392,2017-03-25 05:21:08,Pak 7th most affected country by climate change. Apart from immed reforestation we must plan for clean energy today https://t.co/lKxAtLzZJL
844855696260644870,2017-03-23 10:17:49,"In any democracy if a head of govt is caught blatantly lying, he can never hope to hold any public office https://t.co/WcFK7oXnZG"
844843031438143488,2017-03-23 09:27:29,So proud of KP health reforms although there is still a long way to go https://t.co/zGmo89Thv5
844780872356118528,2017-03-23 05:20:29,Today our youth must realise how far we have drifted from the ideal of Pak with social justice for all its ppl  https://t.co/j5Lx6AMAnA
844501953786851328,2017-03-22 10:52:10,"We shd learn from China's experience &amp; think about our future generations, instead of  importing deadly coal plants https://t.co/Q19fbNfc26"
844415190997368832,2017-03-22 05:07:24,Why blame cricketers for corruption when a money launderer for PM is awarded a prized post &amp; when election-fixer Sethi was made Chairman PCB
844414146527592450,2017-03-22 05:03:15,Cronyism &amp; destruction of institutions by Nawaz Sharif continues as key man in Dar's money laundering confession ap… https://t.co/0u6rM64gUd
844221938935484416,2017-03-21 16:19:29,"My message on International Forest Day. 
#BillionTreeTsunami https://t.co/nfEDzB8osh"
843894526276124672,2017-03-20 18:38:28,Shocking to know that the Sikh religion has not been included in the religion column of the census forms. This omission must be rectified
843842434572435456,2017-03-20 15:11:28,I wish to thank the honourable CJP for taking prompt action on my letter &amp; asking the CDA for a detailed report within 10 days on pts raised
843771371960373249,2017-03-20 10:29:06,Shameful how Asad Qaisar targeted by PMLN propaganda cell with fake accusations in a desperate &amp; bizarre move to justify Sharifs corruption
843766015754473473,2017-03-20 10:07:49,My letter to the Honourable CJP: https://t.co/DSfmI8S8d5
843685982515814401,2017-03-20 04:49:47,JUI-F in Bannu promoting disrespect &amp; hatred amongst diff sects &amp; religions. CM KP must act against spread of bigot… https://t.co/62y1Nml0qe
843075603511361542,2017-03-18 12:24:22,#BillionTreeTsunami explained in detail by @aminattock - from PTI's promise 2KP's delivery https://t.co/VleoD9DekI n https://t.co/an0Up0h5Wr
842954290796941312,2017-03-18 04:22:18,So proud of this phenomenal achievement of KP govt. KP only province thinking ahead for our future generations.https://t.co/zDCvjlSTHY
842639317227003904,2017-03-17 07:30:43,Condemnable &amp; reflective of all that is wrong in Pak with the complete moral collapse of a corrupt ruling elite. https://t.co/8ngeX3pvfo
842597146901676032,2017-03-17 04:43:09,This is how corruption destroys a country https://t.co/dvKCUYf1zD
842596100796178433,2017-03-17 04:38:59,"Despite being in power 6 times in Punjab, the Sharifs have utterly failed in professional, merit-based institution-building in the Province."
842595166208704512,2017-03-17 04:35:16,"By replacing meritocracy with personal loyalty as yardstick for appts, Sharifs destroying state institutions.  https://t.co/oVSDq0785m"
842588711883882496,2017-03-17 04:09:38,"IG Durrani showed that dedicated officers, when provided with an enabling environment, can reform our state institutions to global standards"
842586920760750080,2017-03-17 04:02:31,He worked with selfless dedication to reform the KP police into a force based on meritocracy &amp; professionalism. https://t.co/cTND0Ponpv
842586042343473152,2017-03-17 03:59:01,IG Durrani retires &amp; leaves KP today. Sad to see him go &amp; want to thank him for making KP police a professional force all of KP is proud of
842308153467379715,2017-03-16 09:34:47,But it's a billion with 800 million already planted https://t.co/Hlsp9p5VTl
842305603414441985,2017-03-16 09:24:39,KP leads the way. https://t.co/LMLGjrqlsE
842229989575647232,2017-03-16 04:24:12,Reuters report on #BillionTreeTsunami https://t.co/DzgW2B3KJ7
842048128106790912,2017-03-15 16:21:32,"Fighting #climatechange - Econ benefits of #BillionTreeTsunami estimated at $121m for KP and the world 
https://t.co/faQLEWnr4E"
842037583718801409,2017-03-15 15:39:38,#BillionTreeTsunami reclaiming water logged wastelands - visited 3000 ha new forest planted in Bannu at a site bigg… https://t.co/AmRlaJofK6
842014134094946305,2017-03-15 14:06:28,Such an incredible feeling of satisfaction watching a forest coming up on barren land in Bannu and Lakki Marwat… https://t.co/zcB3CfjXXL
841935821745852419,2017-03-15 08:55:16,How the rulers are biggest impediment in checking corruption &amp; money laundering: Money laundering concerns - https://t.co/ZSQWWp4vrx
841589831050395648,2017-03-14 10:00:26,"4. PTI will stand by our free media, our vibrant civil society and for assertion of all our people's fundamental constitutional rights."
841589097307209728,2017-03-14 09:57:31,3. We will not be deterred by threats &amp; will oppose all efforts to undermine democracy &amp; establish Sharif badshahat &amp; dictatorship.
841588111087931394,2017-03-14 09:53:36,2. PMLN misused the ATA during our anti-rigging dharna labelling terrorist charges in FIRs ag us. Now threatening me with Cyber Crime law.
841587150651031552,2017-03-14 09:49:47,"1. Strongly condemn PMLN govt's efforts to establish NS badshahat by threatening pol opponents through misuse of law
https://t.co/W8CBRg7tnH"
841215212992811008,2017-03-13 09:11:50,Those who couldn't even play cricket without their own umpires are hardly likely to do anything straight in their l… https://t.co/QLMDG1veQb
840936837665431557,2017-03-12 14:45:40,https://t.co/F6NDSlYHkP
840935991942795264,2017-03-12 14:42:18,"With no sense of democratic norms,  PMLN has plunged to new depths, and it is eroding the democratic, moral &amp; ethical values of our society."
840934502180478976,2017-03-12 14:36:23,"Strongly condemn Punjab Assembly Speaker using unparliamentary language &amp; asking PTI MPA Mian Aslam to ""shut up"". Unheard of in parliaments."
840807782102257665,2017-03-12 06:12:51,Wishing all our Hindu citizens a Happy Holi.
840662095851073541,2017-03-11 20:33:57,Does this sound familiar? https://t.co/kwIrRaIOPj
840429750669758464,2017-03-11 05:10:41,https://t.co/4adc0AxVGu
840113311534403584,2017-03-10 08:13:16,https://t.co/tcZxWfIusW
840054630767767552,2017-03-10 04:20:06,Nor will our party members &amp; leaders attend any  public forum event where Jawed Latif is invited.
840053738924593152,2017-03-10 04:16:33,No PTI  rep will go on any TV chat show where Jawed Latif is invited. In any civilised country he would be banned from all public forums
840042813144387584,2017-03-10 03:33:08,"South Korean court upholds President Park’s impeachment, removing her from office https://t.co/ReuAc0l7b2"
839885963014901760,2017-03-09 17:09:52,Hypocrisy &amp; a fake sense of morality are clearly the hallmark of the PMLN. Their disrespect for women is visible inside &amp; outside Parliament
839884805659582464,2017-03-09 17:05:16,"4/4 Sharifs targeted BB &amp; Mrs Bhutto; they targeted Jemima incl labelling her ""Yahudi lobby"" &amp; falsely accusing her of smuggling antiquities"
839883414564065281,2017-03-09 16:59:44,"3/4 PMLN again shows its fake adherence to respecting ""chadar &amp; chardiwari"" while disrespecting women, including family mbrs of opponents"
839882653889331201,2017-03-09 16:56:43,2/4 Stooping to such depths esp in our society where the sanctity of our families is respected by even the worst of enemies is unacceptable.
839882029516918784,2017-03-09 16:54:14,Condemn in strongest terms the shocking abusive language used by PMLN MNA Jawed Latif against Murad Saeed's female family mbrs. 1/4
